Time;Angle1;Angle2;AngularVel1;AngularVel2
2.261580228805542;;;;
2.275575876235962;;;;
2.293576955795288;1.7843408665724712;1.7851351706940206;;
2.3105766773223877;1.7746737511742967;1.6740837813418612;-0.5686631620855608;-6.5325416757639285
2.3285772800445557;1.7339667674231216;1.4798818478556988;-2.2614233745097843;-10.788635052036359
2.3495850563049316;1.6479481119622155;1.331807110389155;-4.094610224079313;-7.04856790320242
2.367574691772461;1.589430288147204;1.266528911091642;-3.2528632345349204;-3.628656034489298
2.3845744132995605;1.5264913838742389;1.2012255712042723;-3.702349133933335;-3.8414358601856087
2.4005749225616455;1.3719767923787658;1.0630975918597223;-9.656854601597782;-8.63272393909737
2.4175760746002197;1.2923344484022916;0.9695306129027567;-4.684526307145083;-5.503566978559443
2.434577703475952;1.138799439007239;0.7234839635789172;-9.030605862371438;-14.471945666043712
2.4515743255615234;1.0726226656895541;0.5442474801421662;-3.893525018354284;-10.5454179385978
2.469576835632324;1.0203740109475443;0.32191365992447335;-2.902298320430029;-12.350156691666445
2.4875755310058594;0.924399373371205;-0.18220744287564164;-5.33231079167316;-28.00875798705735
2.506577968597412;0.8446759022682852;-0.38589443490677877;-4.195433913087015;-10.718992816041839
2.5255768299102783;0.5672959435383891;-0.55766928544972;-14.59982017669931;-9.041323462191585
2.546577215194702;0.1525495975131487;-0.39948215231004985;-19.749463660214914;7.532582426332864
2.5635764598846436;-0.09671226790403772;-0.19595255940844283;-14.663114153811595;11.972860948465385
2.5825769901275635;-0.603436660828605;0.2691206302336004;-26.66896062615861;24.47685320862776
2.598576307296753;-0.8268277689188099;0.42934337640258907;-13.962540133925115;10.014349017190325
2.614574432373047;-1.0179536248054037;0.5191510967579078;-11.946765947579976;5.613640343917302
2.6305766105651855;-1.3067492177865774;0.5007996176414967;-18.047267660289467;-1.1468113213129052
2.647575855255127;-1.4012565455480084;0.39305801918193284;-5.559501582876313;-6.338022684226404
2.663574695587158;-1.4633236144399349;0.23904701337532824;-3.879472987030323;-9.626385576100752
2.679575204849243;-1.5121900479691912;-0.17221834611758777;-3.0540548884310175;-25.70326686210272
2.6945767402648926;-1.516611162400775;-0.3969651230369725;-0.294710795201118;-14.981584930628616
2.710576295852661;-1.5210333149234168;-0.5988733633496606;-0.2763922096700268;-12.619615539011859
2.725574493408203;-1.5210333149234168;-0.7948608967921518;0.0;-13.067405781041453
2.74157452583313;-1.516611162400775;-1.1574961817305576;0.27638397255698177;-22.664659377405343
2.756575107574463;-1.507770144028021;-1.3333412346716005;0.5893783671331427;-11.722548896654768
2.7745745182037354;-1.4989346557565193;-1.4999699748170858;0.49087653220891786;-9.257455345482082
2.791574716567993;-1.4633236144399349;-1.8549421771072552;2.0947426937943927;-20.880474138259654
2.807574987411499;-1.4364179275030367;-2.0424913477964317;1.6815769682935466;-11.721624747702219
2.823575496673584;-1.4094273253709246;-2.237366489195533;1.6868589424256226;-12.179308683685488
2.843576192855835;-1.332681192028143;-2.66072813294436;3.8371730985488277;-21.167345370933973
2.858574867248535;-1.2874110900977715;-2.894104280706291;3.018273531719857;-15.559784928427698
2.87457537651062;-1.1452792425350027;2.8774445707538714;8.88295773807441;-31.976260713888987
2.8895745277404785;-1.0516247717871916;2.6009960994966965;6.243984697039103;-18.430940992638067
2.9055745601654053;-0.9342438342745403;2.299557117754724;7.3362937271165345;-18.839898178728383
2.9225757122039795;-0.6318428110689258;1.5653171471310998;17.787090105393528;-43.187659810211315
2.938575267791748;-0.4280527637005808;1.0848220277374847;12.737231746870503;-30.03177911772419
2.9535748958587646;-0.15498414163350546;0.43532312900292996;18.205026207785714;-43.30100025365088
2.9685747623443604;0.1884054672685589;-0.3947164921380753;22.892844361769466;-55.33646729043143
2.9845755100250244;0.6666595605611928;-1.5225118183445694;29.88948409395738;-70.48391417167129
3.000575065612793;0.8320259505390132;-1.9135239709279745;10.335686455206341;-24.438938346658123
3.0165748596191406;0.9693125160434414;-2.251290165577987;8.580520814828116;-21.110658956984643
3.0315749645233154;1.1446921110248036;;11.691891230210722;
3.047574520111084;1.2454486656107107;-3.097623663298924;6.297459578373169;
3.0635757446289062;1.3009348164835977;2.9436508582999363;3.467619044472888;377.5507627475666
3.0795745849609375;1.3436353789509405;2.7209628651880053;2.668978599770895;-13.919008408758712
3.0955746173858643;1.403691324999025;2.3105227944300823;3.753489021342369;-25.652452436189474
3.111574411392212;1.4266336696144242;2.127206425440307;1.4339149995491896;-11.457420571605326
3.1265761852264404;1.4399618856393634;1.9474632838195305;0.888442671661214;-11.981459233218747
3.1435770988464355;1.453997475062977;1.6221741764451227;0.8255785387384095;-19.133625088938082
3.1595754623413086;1.453997475062977;1.45949539511514;0.0;-10.168463879578436
3.175574779510498;1.453997475062977;1.2956499400719033;0.0;-10.240777985123055
3.190575122833252;1.4362402199742386;1.147464739560575;-1.1837899111150698;-9.878787259925392
3.2065751552581787;1.4273994279686972;0.7817655898581325;-0.5525483805750351;-22.856150537089714
3.2225754261016846;1.4222043557009452;0.5720851390740916;-0.3246865205322837;-13.104806339521765
3.2375752925872803;1.4133668133880695;0.3517360678198949;-0.5891747317459358;-14.69006883933246
